INCIDENT_NO,INCIDENT_DATE,CASE_NO,CFS_NO,DISTRICT,INCIDENT_TYPE,INCIDENT_DESCRIPTION,INCIDENT_LOCATION_X,LATITUDE_X,LONGITUDE_X,SUBJECT_GENDER,SUBJECT_RACE,SUSPECT_AGE,OFFICER_GENDER,OFFICER_RACE,SNA_NEIGHBORHOOD,CPD_NEIGHBORHOOD,COMMUNITY_COUNCIL_NEIGHBORHOOD
8342,02/23/2016 02:14:00 AM,2016-210897,LCP160223000070,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,2XX W CENTRAL PKWY,39.1070497875154,-84.5179149025233,FEMALE,BLACK,ADULT,FEMALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
9224,11/27/2017 10:59:00 AM,2017-231088,LCP171127000615,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,36XX WARSAW AV,39.1100226575964,-84.572376814904,FEMALE,BLACK,ADULT,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
-7070,06/30/2003 01:12:00 AM,20030495,P031810049,DISTRICT 4,9825,CHEMICAL IRRITANT,19XX HIGHLAND AV,39.1164970863996,-84.5046662877342,MALE,BLACK,UNKNOWN,FEMALE,WHITE,MT. AUBURN,MOUNT  AUBURN,MOUNT AUBURN
6498,06/17/2012 05:47:00 PM,2012-170555,LCP120617000922,DISTRICT 2,9826,INJURY TO PRISONER,25XX MEADOWMAR LN,39.1001961990792,-84.3862844781109,MALE,WHITE,ADULT,MALE,TWO OR MORE,MT. WASHINGTON,MT.  WASHINGTON,MOUNT WASHINGTON
8432,05/08/2016 04:50:00 PM,2016-212993,LCP160508000807,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,29XX VERNON PL,39.1330000245644,-84.4991221883368,MALE,BLACK,ADULT,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE
-8139,08/25/2004 05:37:00 PM,20040643,P042381263,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,14XX REPUBLIC ST,39.1102883994581,-84.5164218856413,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
177,10/02/2004 12:37:00 AM,2004-50356,P042760069,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,25XX W NORTH BEND RD,39.1928234545967,-84.5684659396544,MALE,WHITE,ADULT,MALE,WHITE,MT. AIRY,MOUNT AIRY,MOUNT AIRY
-4889,04/10/2001 01:00:00 AM,20010308,P010991129,DISTRICT 1,9825,CHEMICAL IRRITANT,8XX ELM ST,39.1040466789107,-84.5171825937945,MALE,BLACK,UNKNOWN,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,WEST END
9733,01/13/2019 07:45:16 PM,2019-243473,CPD190113000926,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,10XX SYCAMORE ST,39.1075199723178,-84.5086896587137,MALE,BLACK,ADULT,MALE,WHITE,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
4017,06/07/2008 08:02:00 PM,2008-115398,LCP080607001526,DISTRICT 3,9826,INJURY TO PRISONER,12XX RUTLEDGE AV,39.1146954717682,-84.5871342352612,MALE,WHITE,ADULT,FEMALE,BLACK,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
7435,05/25/2014 10:02:24 PM,2014-191475,LCP140525001723,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,5XX VINE ST,39.1015578392572,-84.512627720729,MALE,BLACK,JUVENILE,MALE,BLACK,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
-7271,09/13/2003 01:34:00 PM,20030696,P032560668,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,16XX W NORTH BEND RD,39.2031126728744,-84.5502358206785,MALE,BLACK,UNKNOWN,FEMALE,WHITE,COLLEGE HILL,COLLEGE  HILL,COLLEGE HILL
628,03/03/2004 04:45:00 PM,2005-60912,PO40630973,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,5XX YORK ST,39.1169782512614,-84.5266236733214,MALE,BLACK,ADULT,MALE,WHITE,WEST END,WEST  END,WEST END
1788,11/29/2005 05:03:00 PM,2005-75806,P053331209,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,14XX RACE ST,39.1107035000834,-84.5161447550882,MALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
5226,03/23/2010 03:24:00 PM,2010-142296,LCP100323001008,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,15XX VINE ST,39.1135429445667,-84.5157468160202,MALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
2485,08/05/2006 11:46:00 PM,2006-86532,P062171871,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,56XX COLERAIN AV,39.1957785346295,-84.5749860307022,MALE,BLACK,JUVENILE,MALE,WHITE,MT. AIRY,MOUNT AIRY,MOUNT AIRY
-1149,11/04/1997 05:03:00 PM,9701398,P973080880,DISTRICT 2,9826,INJURY TO PRISONER,60XX MADISON RD,39.1606092906986,-84.3917827807411,MALE,BLACK,UNKNOWN,MALE,BLACK,MADISONVILLE,MADISONVILLE,MADISONVILLE
3534,10/23/2007 01:26:00 PM,2007-105146,P072960638,DISTRICT 4,9826,INJURY TO PRISONER,35XX READING RD,39.1447588632841,-84.4894152550784,MALE,BLACK,ADULT,MALE,BLACK,AVONDALE,AVONDALE,AVONDALE
2037,02/19/2006 08:00:00 PM,2006-79180,P060501351,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,33XX BURNET AV,39.1403185675794,-84.5024515210295,MALE,BLACK,ADULT,FEMALE,BLACK,CORRYVILLE,CORRYVILLE,AVONDALE
7251,01/29/2014 02:19:00 PM,2014-188338,LCP140129000762,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,16XX RACE ST,39.1136652344591,-84.5177550266807,MALE,BLACK,ADULT,FEMALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
5523,09/15/2010 10:43:00 PM,2010-148221,LCP100915001855,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,19XX WESTWOOD NORTHERN BLVD,39.1427422510515,-84.5557112771965,MALE,BLACK,ADULT,MALE,WHITE,MILLVALE,MILLVALE,MILLVALE
-988,09/12/1997 09:38:00 PM,9701227,P972755134,DISTRICT 4,9825,CHEMICAL IRRITANT,7XX OAK ST,39.1289791925957,-84.4931995135213,MALE,WHITE,UNKNOWN,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
6772,01/11/2013 02:14:00 PM,2013-177424,LCP130111000880,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,34XX KENSINGTON PL,39.1098767394422,-84.566462269451,MALE,BLACK,ADULT,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
3822,03/19/2008 10:05:00 PM,2008-111460,080319001594,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,26XX MAY ST,39.1276354340505,-84.4940971551406,MALE,BLACK,JUVENILE,MALE,BLACK,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
-1571,05/05/1998 09:36:00 PM,9800327,P981251386,DISTRICT 1,9826,INJURY TO PRISONER,15XX CENTRAL AV,39.1129030088987,-84.5223857840126,MALE,WHITE,UNKNOWN,MALE,WHITE,WEST END,WEST  END,WEST END
4924,09/21/2009 06:29:00 PM,2009-135877,LCP090921001462,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,27XX SHAFFER AV,39.1443177145936,-84.588386166372,MALE,BLACK,ADULT,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD
-8171,09/11/2004 06:50:00 PM,20040675,P042551316,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,24XX HARRISON AV,39.1409293673736,-84.5811632683154,MALE,BLACK,UNKNOWN,MALE,BLACK,WESTWOOD,WESTWOOD,WESTWOOD
2120,03/29/2006 01:03:00 AM,2006-80406,P060880069,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,1XX E CLIFTON AV,39.1161643665664,-84.5145086624991,MALE,BLACK,ADULT,MALE,TWO OR MORE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
6668,10/17/2012 07:20:00 PM,2012-175032,LCP121017001461,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,3XX MILTON ST,39.1125835700127,-84.5103057377274,MALE,WHITE,ADULT,MALE,WHITE,MT. AUBURN,MOUNT  AUBURN,MOUNT AUBURN
8638,10/18/2016 12:10:00 AM,2016-218364,LCP161018000042,DISTRICT 3,9826,INJURY TO PRISONER,9XX ELBERON AV,39.1080110597216,-84.5651877031863,MALE,WHITE,ADULT,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
-7504,01/07/2004 12:30:00 AM,20040003,P040070028,DISTRICT 4,9825,CHEMICAL IRRITANT,35XX BURNET AV,39.1458329572704,-84.5000769111944,MALE,BLACK,UNKNOWN,MALE,BLACK,AVONDALE,AVONDALE,AVONDALE
7359,01/16/2014 10:13:00 PM,2014-190546,LCP14011601917,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,2XX CALHOUN ST,39.129078543066,-84.5180123115049,MALE,BLACK,ADULT,MALE,BLACK,CUF,FAIRVIEW,CUF - HEIGHTS
-6873,04/05/2003 09:22:00 PM,20030297,P031051902,DISTRICT 5,9826,INJURY TO PRISONER,42XX MAD ANTHONY ST,39.164428090967,-84.5360779480319,MALE,BLACK,UNKNOWN,MALE,BLACK,NORTHSIDE,NORTHSIDE,NORTHSIDE
5779,02/04/2011 08:12:00 PM,2011-153813,LCP110204001555,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,10XX GRAND AV,39.1101548529783,-84.5614060066057,MALE,BLACK,ADULT,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
8395,04/15/2016 06:56:00 PM,2016-212139,LCP160415001415,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,15XX CHASE AV,39.1621959493066,-84.5369023875252,MALE,BLACK,ADULT,MALE,WHITE,NORTHSIDE,NORTHSIDE,NORTHSIDE
7539,07/29/2014 05:04:00 PM,2014-193661,,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,58XX HAMILTON AV,39.1979491865484,-84.547341868441,MALE,BLACK,JUVENILE,MALE,BLACK,COLLEGE HILL,COLLEGE  HILL,COLLEGE HILL
2563,07/28/2006 09:01:00 PM,2006-87718,P062091600,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,53XX WARD ST,39.1647086508462,-84.3921451555164,MALE,BLACK,JUVENILE,MALE,BLACK,MADISONVILLE,MADISONVILLE,MADISONVILLE
-6839,04/04/2003 05:02:00 AM,20030263,P030940265,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,1XX W MITCHELL AV,39.1615151100083,-84.5073014305167,MALE,BLACK,UNKNOWN,MALE,WHITE,CLIFTON,CLIFTON,NORTH AVONDALE
771,10/10/2004 01:54:00 AM,2005-61660,PO42840188,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,50XX KENWOOD RD,39.1599552837174,-84.3853120916465,FEMALE,BLACK,ADULT,MALE,WHITE,MADISONVILLE,MADISONVILLE,MADISONVILLE
-1971,09/29/1998 02:14:00 AM,9800731,P982720132,DISTRICT 1,9826,INJURY TO PRISONER,20XX VINE ST,39.118020558577,-84.5179284960903,MALE,WHITE,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-3355,01/05/2000 01:48:00 AM,20000043,P000050102,DISTRICT 4,9825,CHEMICAL IRRITANT,3XX FOREST AV,39.1466287251159,-84.5029116102373,MALE,BLACK,UNKNOWN,MALE,WHITE,AVONDALE,AVONDALE,AVONDALE
3698,01/15/2008 06:35:00 PM,2008-108736,LCP080115001272,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,17XX TUXWORTH AV,39.1233065494675,-84.5944386523031,MALE,WHITE,ADULT,MALE,WHITE,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
310,11/20/2004 02:40:00 AM,2004-52078,P043250212,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,18XX BREWSTER AV,39.1442084726969,-84.4684620157361,MALE,WHITE,UNKNOWN,FEMALE,WHITE,EVANSTON,EVANSTON,EVANSTON
1370,07/19/2005 10:13:00 PM,2005-70305,P052001835,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,53XX BAHAMA TER,39.1889276618052,-84.5659568667886,MALE,BLACK,ADULT,FEMALE,WHITE,MT. AIRY,MOUNT AIRY,MOUNT AIRY
-6570,12/04/2002 08:09:00 PM,20020826,P023381280,DISTRICT 2,2382,USE OF FORCE INVESTIGATION,45XX ERIE AV,39.1563950510825,-84.3963793977765,MALE,BLACK,UNKNOWN,MALE,WHITE,MADISONVILLE,MADISONVILLE,MADISONVILLE
-4884,04/10/2001 12:05:00 AM,20010303,P010991190,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,3XX EZZARD CHARLES DR,39.1086820012991,-84.520669034775,MALE,BLACK,UNKNOWN,MALE,WHITE,WEST END,WEST  END,WEST END
9555,09/11/2018 03:26:00 PM,2018-239983,CPD180911000929,DISTRICT 3,9826,INJURY TO PRISONER,34XX WARSAW AV,39.1105965924189,-84.5673227055881,FEMALE,WHITE,ADULT,MALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
6353,03/13/2012 06:19:00 PM,2012-167082,1237,DISTRICT 1,9826,INJURY TO PRISONER,12XX LINN ST,39.1091433533867,-84.5283482715977,MALE,WHITE,ADULT,MALE,BLACK,WEST END,WEST  END,WEST END
3702,01/11/2008 05:58:00 PM,2008-108801,LCP080111001310,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,42XX FERGUS ST,39.1652561238685,-84.5372492184242,MALE,BLACK,JUVENILE,MALE,WHITE,NORTHSIDE,NORTHSIDE,NORTHSIDE
8124,09/27/2015 12:47:00 AM,2015-205634,LCP 150926001701,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,12XX MAIN ST,39.1086394314061,-84.5127754794182,MALE,BLACK,ADULT,FEMALE,BLACK,OVER-THE-RHINE,OVER-THE-RHINE,OTR
6634,09/11/2012 12:11:00 PM,2012-173784,LCP120912000631,DISTRICT 3,9826,INJURY TO PRISONER,21XX HATMAKER ST,39.1036288899577,-84.5530181832966,MALE,WHITE,ADULT,MALE,WHITE,LOWER PRICE HILL,LOWER PRICE  HILL,LOWER PRICE HILL
-8205,09/06/2004 10:11:00 PM,20040710,P042501575,DISTRICT 3,9826,INJURY TO PRISONER,7XX PURCELL AV,39.1055458380157,-84.5645734240035,MALE,BLACK,UNKNOWN,FEMALE,WHITE,EAST PRICE HILL,EAST PRICE HILL,EAST PRICE HILL
-1689,04/24/1998 01:55:00 AM,9800448,P981440130,DISTRICT 1,9825,CHEMICAL IRRITANT,20XX CENTRAL PKWY,39.1190978256075,-84.5224994132314,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-7491,10/26/2003 06:28:00 PM,20030918,P032991090,DISTRICT 1,9825,CHEMICAL IRRITANT,15XX RACE ST,39.1137461036437,-84.517258815118,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
3708,01/21/2008 01:46:00 PM,2008-108956,LCP080121000706,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,7XX E MITCHELL AV,39.1570218545321,-84.487589375896,MALE,BLACK,ADULT,MALE,TWO OR MORE,NORTH AVONDALE - PADDOCK HILLS,NORTH AVONDALE,NORTH AVONDALE
-7657,03/18/2004 10:21:00 PM,20040156,P040781759,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,5XX HALE AV,39.1400285429167,-84.4951285121738,FEMALE,BLACK,UNKNOWN,MALE,BLACK,AVONDALE,AVONDALE,AVONDALE
-7201,08/14/2003 01:20:00 AM,20030626,P032260103,DISTRICT 5,9825,CHEMICAL IRRITANT,32XX CLIFTON AV,39.1403047735356,-84.5199279448024,MALE,WHITE,UNKNOWN,MALE,WHITE,CUF,CLIFTON/UNIVERSITY HEIGHTS,CUF
-2978,09/05/1999 08:56:00 PM,9900747,P992481152,DISTRICT 3,9825,CHEMICAL IRRITANT,21XX W 8TH ST,39.104523823479,-84.5512697533199,MALE,WHITE,UNKNOWN,FEMALE,WHITE,LOWER PRICE HILL,LOWER PRICE  HILL,LOWER PRICE HILL
-5974,04/21/2002 02:05:00 AM,20020225,P021110174,DISTRICT 1,9826,INJURY TO PRISONER,2XX RENNER ST,39.1211350932265,-84.5204081725306,FEMALE,WHITE,UNKNOWN,MALE,WHITE,CUF,OVER-THE-RHINE,OTR
-4012,08/03/2000 01:25:00 PM,20000708,P002160819,DISTRICT 2,9825,CHEMICAL IRRITANT,53XX TANNER AV,39.1713950947786,-84.4301926501921,MALE,BLACK,UNKNOWN,MALE,WHITE,PLEASANT RIDGE,PLEASANT RIDGE,PLEASANT RIDGE
-8155,09/04/2004 12:07:00 AM,20040659,P04248005,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,XX W CLIFTON AV,39.1185614982278,-84.5178561673518,MALE,BLACK,UNKNOWN,MALE,WHITE,CUF,OVER-THE-RHINE,OTR
1033,04/14/2005 07:38:00 PM,2005-65158,P051041534,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,25XX HARRISON AV,39.14009964635,-84.5822439631905,MALE,BLACK,ADULT,MALE,BLACK,WESTWOOD,WESTWOOD,WESTWOOD
9883,04/20/2019 02:00:00 PM,2019-246086,CPD190420000677,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,6XX PEDRETTI AV,39.1072201731893,-84.5983840937572,MALE,BLACK,ADULT,MALE,WHITE,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
4902,09/11/2009 11:18:00 AM,2009-135497,LCP090911000596,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,15XX MADISON RD,39.1302228342517,-84.4784183178148,MALE,BLACK,ADULT,MALE,BLACK,WALNUT HILLS,EAST WALNUT HILLS,EAST WALNUT HILLS
-7928,06/12/2004 07:53:00 PM,20040429,P041641439,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,42XX FERGUS ST,39.1646437218022,-84.5372699326399,MALE,WHITE,UNKNOWN,MALE,WHITE,NORTHSIDE,NORTHSIDE,NORTHSIDE
6822,03/21/2013 01:11:00 PM,2013-179207,LCP130321000657,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,22XX HARRISON AV,39.1345712267271,-84.5747412109253,MALE,BLACK,ADULT,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD
6345,02/10/2012 03:10:00 PM,2012-166795,LCP12021000969,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,30XX WOODBURN AV,39.1334039314067,-84.4774654124191,MALE,BLACK,ADULT,MALE,BLACK,EVANSTON,EVANSTON,EVANSTON
1143,05/15/2005 07:54:00 PM,2005-66656,P051351165,DISTRICT 3,8223,WEAPON DISCHARGE AT AN ANIMAL,16XX DEWEY AV,39.1182766579964,-84.5810024538322,FEMALE,WHITE,ADULT,FEMALE,WHITE,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
5791,03/10/2011 12:22:00 AM,2011-154089,LCP110310000027,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,1XX GREEN ST,39.1135301539431,-84.5182460337163,MALE,BLACK,JUVENILE,FEMALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-6514,11/30/2002 12:20:00 AM,20020769,P023340014,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,35XX WILSON AV,39.1480656962309,-84.5019639969694,MALE,BLACK,UNKNOWN,MALE,BLACK,AVONDALE,AVONDALE,AVONDALE
-2386,02/23/1999 01:32:00 PM,9900154,P990540621,DISTRICT 5,9825,CHEMICAL IRRITANT,17XX WEST FORK RD,39.1631673867318,-84.558491157242,FEMALE,BLACK,UNKNOWN,MALE,WHITE,VILLAGES AT ROLL HILL,NORTHSIDE,NORTHSIDE
8530,07/27/2016 03:47:00 PM,2016-215593,LCP160727001091,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,12XX MYRTLE AV,39.1298728427001,-84.4825183458958,MALE,BLACK,ADULT,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
-5413,09/11/2001 08:08:00 PM,20010834,P012541421,DISTRICT 3,9825,CHEMICAL IRRITANT,28XX MONTANA AV,39.1492569114443,-84.5905306756454,MALE,WHITE,UNKNOWN,MALE,AMERICAN INDIAN,WESTWOOD,WESTWOOD,WESTWOOD
3362,08/09/2007 08:23:00 AM,2007-102139,P072210376,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,16XX RACE ST,39.1142332230668,-84.5167253198448,MALE,BLACK,ADULT,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
5228,04/06/2010 03:12:00 PM,2010-142383,LCP100406001003,DISTRICT 2,8223,WEAPON DISCHARGE AT AN ANIMAL,36XX SOLAR VISTA PL,39.1838771673882,-84.4118363596284,MALE,WHITE,ADULT,MALE,WHITE,KENNEDY HEIGHTS,KENNEDY  HEIGHTS,KENNEDY HEIGHTS
-6464,11/18/2002 10:17:00 PM,20020719,P023221493,DISTRICT 1,9826,INJURY TO PRISONER,17XX VINE ST,39.1145401700405,-84.5158904593164,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-5787,01/22/2002 09:20:00 PM,20020038,P020221578,DISTRICT 1,9826,INJURY TO PRISONER,14XX ELM ST,39.1109727570197,-84.5193151511237,MALE,BLACK,UNKNOWN,MALE,BLACK,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-582,04/11/1997 04:00:00 PM,9700226,P971010735,DISTRICT 5,9825,CHEMICAL IRRITANT,49XX WINNESTE AV,39.1800435917649,-84.5122605728364,FEMALE,BLACK,UNKNOWN,MALE,TWO OR MORE,WINTON HILLS,WINTON HILLS,WINTON HILLS
6389,03/09/2012 07:50:00 PM,2012-166963,20120309001484,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,6XX CENTRAL AV,39.1022690681091,-84.5211147854686,MALE,BLACK,ADULT,FEMALE,WHITE,WEST END,QUEENSGATE,WEST END
-360,10/19/1996 01:40:00 PM,9600517,P962930599,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,14XX WALNUT ST,39.1104424845019,-84.515047274374,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
7488,06/27/2014 04:22:00 PM,2014-192501,LCP140627001126,DISTRICT 4,9826,INJURY TO PRISONER,7XX OAK ST,39.1298259512551,-84.4925877188629,MALE,BLACK,JUVENILE,MALE,BLACK,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
-8252,09/30/2004 11:24:00 PM,20040763,P042741953,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,42XX WILLIAMSON PL,39.1631919696466,-84.5372077751516,MALE,BLACK,UNKNOWN,MALE,WHITE,NORTHSIDE,NORTHSIDE,NORTHSIDE
1128,05/11/2005 02:29:00 PM,2005-66353,P051311076,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,15XX PLEASANT ST,39.111906872691,-84.5191961604917,MALE,BLACK,UNKNOWN,FEMALE,BLACK,OVER-THE-RHINE,OVER-THE-RHINE,OTR
9142,10/26/2017 11:49:00 PM,2017-230109,CPD171026001828,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,3XX EZZARD CHARLES DR,39.1093520012991,-84.520179034775,MALE,WHITE,ADULT,MALE,BLACK,WEST END,WEST  END,WEST END
-7143,07/30/2003 07:59:00 AM,20030568,P032110393,DISTRICT 4,9825,CHEMICAL IRRITANT,3XX OAK ST,39.1314075175488,-84.501732952386,MALE,BLACK,UNKNOWN,MALE,BLACK,CORRYVILLE,CORRYVILLE,CORRYVILLE
-664,05/15/1997 09:20:00 PM,9700310,P971351185,DISTRICT 1,9825,CHEMICAL IRRITANT,18XX RACE ST,39.1166179616003,-84.5187419057607,MALE,BLACK,UNKNOWN,MALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
-6872,03/23/2003 08:45:00 PM,20030296,P030821184,DISTRICT 4,9826,INJURY TO PRISONER,20XX AUBURN AV,39.1183019033915,-84.507195832935,MALE,WHITE,UNKNOWN,MALE,BLACK,MT. AUBURN,MOUNT  AUBURN,MOUNT AUBURN
9524,08/21/2018 04:24:00 PM,2018-239302,CPD180821001176,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,17XX RACE ST,39.1140736826568,-84.5183036818259,MALE,WHITE,ADULT,FEMALE,WHITE,OVER-THE-RHINE,OVER-THE-RHINE,OTR
9311,03/30/2018 03:37:00 AM,2018-234548,CPD180330000224,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,47XX HIGHRIDGE AV,39.1117302330389,-84.5984803929212,MALE,BLACK,ADULT,MALE,WHITE,WEST PRICE HILL,WEST PRICE HILL,WEST PRICE HILL
-6423,10/25/2002 06:44:00 PM,20020678,P022981260,DISTRICT 1,9825,CHEMICAL IRRITANT,5XX CENTRAL AV,39.1010684398101,-84.5195466695639,MALE,BLACK,UNKNOWN,MALE,BLACK,DOWNTOWN,C. B. D. / RIVERFRONT,DOWNTOWN
4018,06/08/2008 06:50:00 PM,2008-115433,LCP080608001163,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,71XX READING RD,39.1928665987348,-84.4622887005137,MALE,BLACK,ADULT,FEMALE,WHITE,ROSELAWN,ROSELAWN,ROSELAWN
8420,05/06/2016 12:22:00 AM,2016-212931,LCP160506000028,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,6XX E MCMILLAN ST,39.1253022114772,-84.4955037526316,MALE,WHITE,ADULT,MALE,WHITE,WALNUT HILLS,WALNUT HILLS,WALNUT HILLS
-5430,08/29/2001 02:16:00 AM,20010851,P012410104,DISTRICT 2,9826,INJURY TO PRISONER,18XX DANA AV,39.1455428095309,-84.4656466009389,MALE,WHITE,UNKNOWN,MALE,WHITE,EVANSTON,EVANSTON,EVANSTON
-4834,04/03/2001 03:10:00 AM,20010253,P010930195,DISTRICT 3,9825,CHEMICAL IRRITANT,29XX FOUR TOWERS DR,39.1338697654628,-84.5960765796434,MALE,WHITE,UNKNOWN,MALE,WHITE,WESTWOOD,WESTWOOD,WESTWOOD
